Date,Open,High,Low,Close,Volume
2018-01-02,39.93399401982644,40.436219695598936,39.72277540528147,40.42683029174805,102223600
2018-01-03,40.490183098511274,40.964247570953226,40.35641457560373,40.419776916503906,118071600
2018-01-04,40.492531794304796,40.710790617330794,40.38457874373889,40.60752868652344,89738400
2018-01-05,41.06985855102539,41.15669082032517,40.61222370051546,40.703750670617445,94640000
2018-01-08,40.91731262207031,41.213014298775086,40.81874181549477,40.91731262207031,82271200
2018-01-09,40.91262435913086,41.08394335569417,40.69671465281637,40.964255330315616,86336000
2018-01-10,40.90323257446289,40.90558171547584,40.6004906074266,40.63804105355738,95839600
2018-01-11,41.13557434082031,41.18485975187986,40.950174821327025,40.9736411657776,74670800
2018-01-12,41.560359954833984,41.623725898618915,41.22241302932559,41.3467957753796,101672400
2018-01-16,41.3491325378418,42.10012349135835,41.33739757680099,41.750441705983256,118263600
2018-01-17,42.03206253051758,42.067263829352726,41.08628277107182,41.339739284698915,137547200
2018-01-18,42.06961441040039,42.26675245042879,41.8325839476019,42.09542989296319,124773600
2018-01-19,41.88187026977539,42.14471622089114,41.63545040010063,41.91707157358285,129700400
2018-01-22,41.53923034667969,41.72228429562512,41.44535781219759,41.60963653804508,108434400
2018-01-23,41.548622131347656,42.11186816210788,41.49699473667759,41.609642510426376,130756400
2018-01-24,40.88682174682617,41.609651989989246,40.647442039692095,41.59791702356924,204420400
2018-01-25,40.15693664550781,41.058125875299254,40.02081896272561,40.95486393794671,166116000
2018-01-26,40.25080871582031,40.36580561399968,39.91051630329917,40.36580561399968,156572000
2018-01-29,39.41767883300781,39.933984915843,39.20880940754691,39.933984915843,202561600
2018-01-30,39.185340881347656,39.279213415752686,38.6526051170296,38.84739402787731,184192800
2018-01-31,39.29330062866211,39.53033472705951,39.07504533755253,39.161877625713345,129915600
2018-02-01,39.37543487548828,39.5725693452636,39.13605525875675,39.23227693364981,188923200
2018-02-02,37.66693115234375,39.145446923123295,37.57305861302765,38.95769826348325,346375200
2018-02-05,36.725852966308594,38.4601747854563,36.61085603958529,37.338380893288154,290954000
2018-02-06,38.260684967041016,38.422618146423986,36.141480273828954,36.33626920112963,272975200
2018-02-07,37.44163513183594,38.34751917686184,37.33133650049833,38.27476741574191,206434400
2018-02-08,36.41136932373047,37.78427774242691,36.38320827506247,37.61764984878874,217562000
2018-02-09,36.856727600097656,37.20547638919081,35.40281840962682,37.012252020658266,282690400
2018-02-12,38.34126663208008,38.61932214150914,37.11592678638475,37.34921338840289,243278000
2018-02-13,38.7253532409668,38.821967193742054,38.091476539714236,38.16216976358898,130196800
2018-02-14,39.439353942871094,39.47941260422183,38.381324910071264,38.41902485300839,162579600
2018-02-15,40.763668060302734,40.78723007818858,39.82345617338796,40.00961157579968,204588800
2018-02-16,40.63170623779297,41.19489348609223,40.47618541158448,40.615213184598545,160704400
2018-02-20,40.49504470825195,41.06293871274817,40.393716864685636,40.54217234906043,135722000
2018-02-21,40.311241149902344,41.02994570454472,40.29709962274955,40.725969389511896,149886400
2018-02-22,40.648189544677734,40.98986925941021,40.462034200713966,40.48324108883516,123967600
2018-02-23,41.35513687133789,41.39048170392465,40.89327735042211,40.92391193573638,135249600
2018-02-26,42.17280197143555,42.27177106953291,41.52243207153538,41.55542177090116,152648800
2018-02-27,42.036128997802734,42.52861936141671,41.98193240547774,42.203436211859255,155712400
2018-02-28,41.97251510620117,42.56161958993118,41.956022050373114,42.24114660695772,151128400
2018-03-01,41.2373046875,42.36367192217282,40.685903876338685,42.071474868825504,195208000
2018-03-02,41.52244567871094,41.54365257905125,40.63643015577809,40.718906229024284,153816000
2018-03-05,41.666175842285156,41.88296582019511,41.12419909970639,41.286792482040795,113605600
2018-03-06,41.63083267211914,42.00314711448065,41.50358769350333,41.92302977255187,95154000
2018-03-07,41.24436950683594,41.437597440985876,41.065283096039394,41.22316261521673,126814000
2018-03-08,41.69445037841797,41.73686416605949,41.25380147175099,41.35041185324811,95096400
2018-03-09,42.410797119140625,42.415510960461866,41.80048590771087,41.93480341831056,128740800
